[map]
l1* l0 147.7057886475679
l2 l0 373.6549210167049
l2 l1 358.3085262730989
l3 l0 431.2365939945264
l3 l1 429.35533069941033
l3 l2 74.81310045707235
l4 l0 339.3081195609678
l4 l1 245.3752228730521
l4 l2 202.4252948620799
l4 l3 273.53427573157995
l5 l0 411.5774532211404
l5 l1 465.98390530145997
l5 l2 204.78769494283586
l5 l3 168.51409436602032
l5 l4 393.15391388106514
l6 l0 317.55471969410246
l6 l1 284.20063335608523
l6 l2 78.31347265956222
l6 l3 153.06207890917986
l6 l4 135.10366390294527
l6 l5 258.10269274069964
l7 l0 370.1580743412198
l7 l1 385.0116881342695
l7 l2 76.92203845452875
l7 l3 70.45565981523414
l7 l4 269.5570440556136
l7 l5 128.16005617976296
l7 l6 135.35139452550905

[distr]
o0 l4 0.5412594441845002 l0 0.07341711554402407 l7 0.14605755857083422 l3 0.23926588170064159 
o1 l4 0.1316927273255713 l2 0.8130981910688827 l3 0.05520908160554591 
o2 l2 0.9999999999999999 
o3 l7 1.0 
