[map]
l1* l0 312.6739515853535
l2 l0 385.4672489330319
l2 l1 390.4484601070927
l3 l0 385.48281414351015
l3 l1 347.76141246550054
l3 l2 56.639209034025185
l4 l0 281.48534597737057
l4 l1 293.218348675522
l4 l2 114.17968295629481
l4 l3 104.00480758118829
l5 l0 196.596032513375
l5 l1 276.6026030246281
l5 l2 191.23022773609824
l5 l3 189.17980864775183
l5 l4 85.27602242131137
l6 l0 307.37924458232374
l6 l1 399.4108160778824
l6 l2 110.85576214162258
l6 l3 150.56227947264878
l6 l4 111.94641575325224
l6 l5 138.2316895650198
l7 l0 296.98821525441036
l7 l1 306.45228013509706
l7 l2 97.12363255150623
l7 l3 89.02246907382428
l7 l4 17.08800749063506
l7 l5 100.41912168506553
l7 l6 104.9952379872535

[distr]
o0 l7 1.0 
o1 l4 1.0 
o2 l4 0.6659450013368208 l5 0.33405499866317945 
o3 l4 0.4157119005975363 l2 0.07485741592288088 l5 0.5094306834795829 
