[map]
l1* l0 64.62197768561404
l2 l0 318.0440221101475
l2 l1 376.19144062564743
l3 l0 268.3616962235855
l3 l1 327.0137611783333
l3 l2 49.8196748283246
l4 l0 26.248809496813376
l4 l1 47.4236228055175
l4 l2 343.8269913779312
l4 l3 294.0901222414653
l5 l0 266.6027006614899
l5 l1 331.09062203572
l5 l2 132.41223508422476
l5 l3 108.77959367454909
l5 l4 288.39209420509434
l6 l0 131.52186130069785
l6 l1 121.56479753612885
l6 l2 428.86128293423735
l6 l3 379.4733192202055
l6 l4 108.85311203635843
l6 l5 347.2074307960589
l7 l0 241.0808992848666
l7 l1 305.2212312405544
l7 l2 124.73972903610141
l7 l3 91.18113840043894
l7 l4 263.78210705049725
l7 l5 30.479501308256342
l7 l6 328.8677545762126

[distr]
o0 l0 1.0 
o1 l3 0.24585682676837692 l4 0.754143173231623 
o2 l4 0.11313767055512577 l2 0.21507861014151664 l0 0.6717837193033575 
o3 l5 0.050143196281333666 l6 0.17436204833180752 l0 0.40285784615136866 l7 0.37263690923549014 
